Anchor,Positive,Negative
coco/coco2017/train2017/img136991.jpg,coco/coco2017/test2017/img009200.jpg,tt-coco/samples_nopix/img004997.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/380/img015666.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/659/img031119.jpg,coco/coco2017/test2017/img004322.jpg
coco/coco2017/train2017/img099306.jpg,coco/coco2017/train2017/img141860.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/621/img029063.jpg
coco/coco2017/train2017/img105256.jpg,coco/coco2017/train2017/img096718.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/883/img043551.jpg
coco/coco2017/train2017/img062010.jpg,coco/coco2017/train2017/img069895.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img007486.jpg
coco/coco2017/test2017/img008232.jpg,coco/coco2017/test2017/img028969.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img030419.jpg
coco/coco2017/train2017/img102327.jpg,coco/coco2017/test2017/img000515.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/839/img041138.jpg
coco/coco2017/train2017/img061424.jpg,coco/coco2017/train2017/img084973.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img003738.jpg
coco/coco2017/test2017/img026316.jpg,coco/coco2017/val2017/img160124.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/202/img005815.jpg
coco/coco2017/train2017/img133733.jpg,coco/coco2017/test2017/img013984.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img015912.jpg
coco/coco2017/train2017/img157459.jpg,coco/coco2017/test2017/img020802.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/421/img017985.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img013304.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/947/img047146.jpg,coco/coco2017/train2017/img146439.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/96/img047818.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img021602.jpg,coco/coco2017/train2017/img133132.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/922/img045759.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img003281.jpg,coco/coco2017/train2017/img041488.jpg
coco/coco2017/test2017/img005937.jpg,coco/coco2017/test2017/img016416.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img015028.jpg
tt-coco/samples_nopix/img004905.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/422/img018015.jpg,coco/coco2017/test2017/img018851.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/502/img022453.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/573/img026395.jpg,coco/coco2017/val2017/img160423.jpg
tt-coco/samples_nopix/img002076.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img019548.jpg,coco/coco2017/train2017/img137197.jpg
coco/coco2017/train2017/img105947.jpg,coco/coco2017/train2017/img125806.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/696/img033170.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/375/img015361.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img030522.jpg,coco/coco2017/test2017/img037709.jpg
coco/coco2017/train2017/img052721.jpg,coco/coco2017/train2017/img107790.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/325/img012632.jpg
coco/coco2017/train2017/img125512.jpg,coco/coco2017/train2017/img145187.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/768/img037194.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/894/img044195.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img005577.jpg,coco/coco2017/test2017/img039136.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img044262.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/819/img040001.jpg,coco/coco2017/train2017/img151663.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img003266.jpg,tt-coco/samples_nopix/img003147.jpg,coco/coco2017/train2017/img130715.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img007055.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/461/img020176.jpg,coco/coco2017/train2017/img084471.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/362/img014650.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/951/img047378.jpg,coco/coco2017/test2017/img029390.jpg
coco/coco2017/train2017/img063354.jpg,coco/coco2017/train2017/img073413.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/2/img005617.jpg
coco/coco2017/train2017/img048180.jpg,coco/coco2017/train2017/img139674.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img047071.jpg
coco/coco2017/train2017/img086307.jpg,coco/coco2017/train2017/img111461.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img002172.jpg
coco/coco2017/train2017/img107768.jpg,coco/coco2017/train2017/img089610.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/661/img031272.jpg
coco/coco2017/test2017/img012048.jpg,coco/coco2017/train2017/img120915.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/838/img041099.jpg
coco/coco2017/train2017/img155263.jpg,coco/coco2017/train2017/img099897.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img000139.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/31/img011773.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img028626.jpg,coco/coco2017/test2017/img002507.jpg
coco/coco2017/train2017/img048702.jpg,coco/coco2017/train2017/img066578.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/681/img032382.jpg
tt-coco/samples_nopix/img003637.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img004422.jpg,coco/coco2017/train2017/img042120.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/60/img027869.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/689/img032779.jpg,coco/coco2017/train2017/img056514.jpg
coco/coco2017/train2017/img102839.jpg,coco/coco2017/train2017/img084215.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img048279.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img032488.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/663/img031387.jpg,coco/coco2017/train2017/img083951.jpg
coco/coco2017/train2017/img133664.jpg,coco/coco2017/train2017/img137945.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/881/img043452.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/3/img011157.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/425/img018164.jpg,coco/coco2017/train2017/img120017.jpg
coco/coco2017/train2017/img151959.jpg,coco/coco2017/test2017/img026631.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img047869.jpg
coco/coco2017/train2017/img158067.jpg,coco/coco2017/train2017/img150207.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img013955.jpg
coco/coco2017/test2017/img021829.jpg,coco/coco2017/train2017/img052393.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img013474.jpg
coco/coco2017/test2017/img024016.jpg,coco/coco2017/train2017/img093060.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/310/img011839.jpg
coco/coco2017/train2017/img088730.jpg,coco/coco2017/train2017/img115702.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/70/img033420.jpg
coco/coco2017/train2017/img078340.jpg,coco/coco2017/train2017/img114466.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img006264.jpg
coco/coco2017/train2017/img143403.jpg,coco/coco2017/test2017/img034391.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img045813.jpg
coco/coco2017/test2017/img016700.jpg,coco/coco2017/test2017/img019989.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/206/img006010.jpg
coco/coco2017/train2017/img041910.jpg,coco/coco2017/train2017/img110987.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img040495.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img041371.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img015893.jpg,coco/coco2017/test2017/img021383.jpg
coco/coco2017/train2017/img118486.jpg,coco/coco2017/train2017/img098167.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/338/img013331.jpg
coco/coco2017/train2017/img082334.jpg,coco/coco2017/train2017/img076128.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/288/img010533.jpg
coco/coco2017/test2017/img001802.jpg,coco/coco2017/train2017/img079275.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/903/img044738.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img025538.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/859/img042228.jpg,coco/coco2017/train2017/img115932.jpg
coco/coco2017/train2017/img115328.jpg,coco/coco2017/train2017/img072679.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/455/img019801.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/633/img029701.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img016162.jpg,coco/coco2017/train2017/img127166.jpg
tt-coco/samples_nopix/img004070.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img048619.jpg,coco/coco2017/train2017/img057364.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/300/img011294.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img027577.jpg,coco/coco2017/test2017/img008692.jpg
coco/coco2017/train2017/img121015.jpg,coco/coco2017/train2017/img110328.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img042956.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/594/img027535.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img008714.jpg,coco/coco2017/train2017/img116593.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/774/img037520.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img043786.jpg,coco/coco2017/test2017/img017967.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/986/img049273.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/984/img049152.jpg,coco/coco2017/test2017/img010175.jpg
coco/coco2017/train2017/img081434.jpg,coco/coco2017/test2017/img007749.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/962/img047956.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/453/img019738.jpg,tt-coco/samples_nopix/img001362.jpg,coco/coco2017/train2017/img140889.jpg
coco/coco2017/train2017/img148696.jpg,coco/coco2017/train2017/img058270.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/292/img010788.jpg
coco/coco2017/train2017/img123344.jpg,coco/coco2017/train2017/img135869.jpg,tt-coco/samples_nopix/img003113.jpg
coco/coco2017/train2017/img066807.jpg,coco/coco2017/train2017/img043818.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img016440.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/700/img033456.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/482/img021327.jpg,coco/coco2017/train2017/img053291.jpg
coco/coco2017/train2017/img094305.jpg,coco/coco2017/val2017/img159879.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img015129.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/662/img031320.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img037078.jpg,coco/coco2017/train2017/img086694.jpg
coco/coco2017/train2017/img058680.jpg,coco/coco2017/train2017/img074875.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img043787.jpg
coco/coco2017/val2017/img160239.jpg,coco/coco2017/test2017/img028178.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/965/img048113.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/505/img022635.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/845/img041478.jpg,coco/coco2017/train2017/img080608.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img048654.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/225/img007062.jpg,coco/coco2017/train2017/img044984.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img041252.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/495/img022024.jpg,coco/coco2017/train2017/img138923.jpg
coco/coco2017/test2017/img022106.jpg,coco/coco2017/train2017/img063055.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img005533.jpg
coco/coco2017/test2017/img000099.jpg,coco/coco2017/train2017/img158786.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/658/img031053.jpg
coco/coco2017/train2017/img114993.jpg,coco/coco2017/test2017/img018506.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/850/img041780.jpg
coco/coco2017/test2017/img038277.jpg,coco/coco2017/train2017/img096552.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img028133.jpg
coco/coco2017/test2017/img018619.jpg,coco/coco2017/train2017/img083062.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img020871.jpg
coco/coco2017/train2017/img091684.jpg,coco/coco2017/train2017/img126372.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/895/img044226.jpg
tt-coco/samples_nopix/img004576.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img018871.jpg,coco/coco2017/test2017/img003821.jpg
coco/coco2017/train2017/img069979.jpg,coco/coco2017/test2017/img014198.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/505/img022641.jpg
coco/coco2017/test2017/img032883.jpg,coco/coco2017/train2017/img091677.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/896/img044258.jpg
coco/coco2017/train2017/img078839.jpg,coco/coco2017/test2017/img018864.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/185/img004814.jpg
coco/coco2017/train2017/img094798.jpg,coco/coco2017/test2017/img040041.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img031386.jpg
coco/coco2017/train2017/img054207.jpg,coco/coco2017/train2017/img144720.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img020150.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img005563.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/633/img029732.jpg,coco/coco2017/train2017/img158245.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/685/img032562.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img037285.jpg,coco/coco2017/train2017/img138199.jpg
coco/coco2017/train2017/img120800.jpg,coco/coco2017/test2017/img000280.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/998/img049905.jpg
coco/coco2017/train2017/img108327.jpg,coco/coco2017/train2017/img096059.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img041383.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img023624.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/35/img013974.jpg,coco/coco2017/train2017/img157080.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/439/img018939.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/975/img048666.jpg,coco/coco2017/train2017/img042865.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/912/img045220.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/211/img006326.jpg,coco/coco2017/train2017/img106962.jpg
coco/coco2017/train2017/img074339.jpg,coco/coco2017/train2017/img145075.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/757/img036577.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img001595.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/337/img013257.jpg,coco/coco2017/test2017/img003768.jpg
coco/coco2017/train2017/img107141.jpg,coco/coco2017/test2017/img023658.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/354/img014210.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img035955.jpg,tt-coco/samples_nopix/img002100.jpg,coco/coco2017/val2017/img160175.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/134/img002009.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img032283.jpg,coco/coco2017/train2017/img084002.jpg
coco/coco2017/train2017/img101617.jpg,coco/coco2017/train2017/img043263.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img011220.jpg
coco/coco2017/train2017/img157054.jpg,coco/coco2017/train2017/img088313.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img038877.jpg
coco/coco2017/train2017/img155437.jpg,coco/coco2017/train2017/img067616.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img044427.jpg
coco/coco2017/train2017/img050789.jpg,coco/coco2017/train2017/img116660.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img026166.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img046201.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/678/img032184.jpg,coco/coco2017/train2017/img095538.jpg
coco/coco2017/train2017/img123708.jpg,coco/coco2017/train2017/img077836.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img021048.jpg
coco/coco2017/train2017/img056562.jpg,coco/coco2017/test2017/img036080.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img031862.jpg
coco/coco2017/train2017/img064272.jpg,coco/coco2017/test2017/img032499.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img003947.jpg
coco/coco2017/train2017/img058284.jpg,coco/coco2017/train2017/img095825.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img009382.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/860/img042345.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/413/img017504.jpg,coco/coco2017/train2017/img069805.jpg
coco/coco2017/train2017/img052618.jpg,coco/coco2017/train2017/img066729.jpg,tt-coco/samples_nopix/img000548.jpg
coco/coco2017/train2017/img067381.jpg,coco/coco2017/test2017/img009105.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/931/img046259.jpg
coco/coco2017/test2017/img028296.jpg,coco/coco2017/test2017/img032893.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/188/img004982.jpg
coco/coco2017/test2017/img034837.jpg,coco/coco2017/test2017/img020701.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img043715.jpg
coco/coco2017/test2017/img037677.jpg,coco/coco2017/train2017/img058744.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img003001.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/829/img040556.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img040432.jpg,coco/coco2017/val2017/img160857.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/339/img013375.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img023483.jpg,coco/coco2017/test2017/img016443.jpg
coco/coco2017/val2017/img163818.jpg,coco/coco2017/train2017/img130102.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img033288.jpg
coco/coco2017/train2017/img124228.jpg,coco/coco2017/train2017/img066997.jpg,tt-coco/samples_nopix/img004227.jpg
coco/coco2017/train2017/img071622.jpg,coco/coco2017/train2017/img103834.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/895/img044227.jpg
coco/coco2017/train2017/img056308.jpg,coco/coco2017/train2017/img077872.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/387/img016038.jpg
coco/coco2017/test2017/img033127.jpg,coco/coco2017/train2017/img062854.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img047433.jpg
coco/coco2017/train2017/img097839.jpg,coco/coco2017/train2017/img058394.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img042280.jpg
coco/coco2017/test2017/img039880.jpg,coco/coco2017/test2017/img037194.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/883/img043588.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/175/img004250.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img010119.jpg,coco/coco2017/train2017/img094047.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/438/img018887.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/130/img001810.jpg,coco/coco2017/val2017/img161572.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/856/img042059.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img007478.jpg,coco/coco2017/test2017/img037235.jpg
coco/coco2017/test2017/img003874.jpg,coco/coco2017/test2017/img024858.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img021395.jpg
coco/coco2017/test2017/img020746.jpg,coco/coco2017/test2017/img037841.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/639/img030008.jpg
tt-ffhq/ffhq_k300_p1.0_fid9.6/img033832.jpg,tt-coco/samples_nopix/img004856.jpg,coco/coco2017/test2017/img005307.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/856/img042086.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img037973.jpg,coco/coco2017/train2017/img069780.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/909/img045032.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/273/img009708.jpg,coco/coco2017/train2017/img054065.jpg
coco/coco2017/train2017/img069247.jpg,coco/coco2017/train2017/img082452.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/984/img049178.jpg
coco/coco2017/test2017/img037490.jpg,coco/coco2017/test2017/img020806.jpg,tt-coco/samples_nopix/img004859.jpg
coco/coco2017/train2017/img041382.jpg,coco/coco2017/test2017/img002316.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/335/img013162.jpg
coco/coco2017/train2017/img091188.jpg,coco/coco2017/train2017/img083972.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img008920.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/119/img001184.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img023487.jpg,coco/coco2017/train2017/img090857.jpg
coco/coco2017/train2017/img059633.jpg,coco/coco2017/train2017/img100533.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/619/img028948.jpg
tt-coco/samples_nopix/img000189.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/972/img048540.jpg,coco/coco2017/test2017/img025497.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/624/img029206.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img022129.jpg,coco/coco2017/train2017/img108869.jpg
tt-cc/cin_k600_p1.0_a0.05_fid5.20/622/img029102.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/982/img049088.jpg,coco/coco2017/train2017/img157048.jpg
coco/coco2017/train2017/img053820.jpg,coco/coco2017/train2017/img103174.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img017069.jpg
coco/coco2017/train2017/img055509.jpg,coco/coco2017/test2017/img011497.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img032088.jpg
coco/coco2017/test2017/img035247.jpg,coco/coco2017/test2017/img016293.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img022455.jpg
coco/coco2017/test2017/img012146.jpg,coco/coco2017/train2017/img104318.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img006885.jpg
coco/coco2017/test2017/img019080.jpg,coco/coco2017/train2017/img141396.jpg,tt-cc/cin_k600_p1.0_a0.05_fid5.20/199/img005594.jpg
tt-coco/samples_nopix/img002333.jpg,tt-ffhq/ffhq_k300_p1.0_fid9.6/img034505.jpg,coco/coco2017/train2017/img153682.jpg
