real,fake
coco/coco2017/train2017/img044983.jpg,st/monet2photo/img010055.jpg
coco/coco2017/train2017/img131374.jpg,st/horse2zebra/img002558.jpg
coco/coco2017/test2017/img008957.jpg,st/photo2monet/img016366.jpg
coco/coco2017/train2017/img141235.jpg,st/monet2photo/img009241.jpg
coco/coco2017/train2017/img108405.jpg,st/horse2zebra/img000200.jpg
coco/coco2017/test2017/img028650.jpg,st/monet2photo/img009468.jpg
coco/coco2017/train2017/img089472.jpg,st/photo2monet/img017657.jpg
coco/coco2017/test2017/img037642.jpg,st/monet2photo/img009550.jpg
coco/coco2017/train2017/img115842.jpg,st/horse2zebra/img004554.jpg
coco/coco2017/train2017/img142045.jpg,st/monet2photo/img010295.jpg
coco/coco2017/train2017/img127832.jpg,st/horse2zebra/img000552.jpg
coco/coco2017/train2017/img137714.jpg,st/photo2monet/img017064.jpg
coco/coco2017/train2017/img155515.jpg,st/horse2zebra/img001473.jpg
coco/coco2017/test2017/img019350.jpg,st/photo2monet/img013012.jpg
coco/coco2017/test2017/img009212.jpg,st/monet2photo/img010158.jpg
coco/coco2017/train2017/img063979.jpg,st/photo2monet/img014168.jpg
coco/coco2017/train2017/img111770.jpg,st/photo2monet/img014170.jpg
coco/coco2017/train2017/img073204.jpg,st/horse2zebra/img000372.jpg
coco/coco2017/test2017/img021541.jpg,st/monet2photo/img008735.jpg
coco/coco2017/test2017/img023556.jpg,st/photo2monet/img012954.jpg
coco/coco2017/train2017/img086977.jpg,st/horse2zebra/img001748.jpg
coco/coco2017/train2017/img091243.jpg,st/photo2monet/img010735.jpg
coco/coco2017/test2017/img005662.jpg,st/photo2monet/img011691.jpg
coco/coco2017/test2017/img009539.jpg,st/monet2photo/img008839.jpg
coco/coco2017/test2017/img034137.jpg,st/photo2monet/img014142.jpg
coco/coco2017/train2017/img112800.jpg,st/horse2zebra/img003263.jpg
coco/coco2017/train2017/img083684.jpg,st/photo2monet/img012226.jpg
coco/coco2017/test2017/img040653.jpg,st/horse2zebra/img003774.jpg
coco/coco2017/train2017/img123879.jpg,st/monet2photo/img009396.jpg
coco/coco2017/train2017/img068382.jpg,st/photo2monet/img016818.jpg
coco/coco2017/train2017/img050922.jpg,st/photo2monet/img017053.jpg
coco/coco2017/train2017/img111131.jpg,st/photo2monet/img017354.jpg
coco/coco2017/train2017/img097684.jpg,st/photo2monet/img016814.jpg
coco/coco2017/train2017/img058310.jpg,st/photo2monet/img013041.jpg
coco/coco2017/train2017/img144786.jpg,st/photo2monet/img013085.jpg
coco/coco2017/train2017/img059828.jpg,st/horse2zebra/img001855.jpg
coco/coco2017/train2017/img080514.jpg,st/photo2monet/img017717.jpg
coco/coco2017/train2017/img092715.jpg,st/horse2zebra/img003024.jpg
coco/coco2017/train2017/img122830.jpg,st/photo2monet/img014779.jpg
coco/coco2017/test2017/img009345.jpg,st/horse2zebra/img003575.jpg
coco/coco2017/train2017/img149985.jpg,st/photo2monet/img014679.jpg
coco/coco2017/train2017/img158539.jpg,st/photo2monet/img016885.jpg
coco/coco2017/train2017/img077251.jpg,st/photo2monet/img016855.jpg
coco/coco2017/test2017/img035360.jpg,st/photo2monet/img015689.jpg
coco/coco2017/train2017/img142170.jpg,st/horse2zebra/img003526.jpg
coco/coco2017/train2017/img086998.jpg,st/horse2zebra/img001169.jpg
coco/coco2017/train2017/img098679.jpg,st/horse2zebra/img001692.jpg
coco/coco2017/train2017/img074857.jpg,st/photo2monet/img017091.jpg
coco/coco2017/train2017/img073223.jpg,st/monet2photo/img009598.jpg
coco/coco2017/train2017/img087604.jpg,st/horse2zebra/img002690.jpg
coco/coco2017/train2017/img099293.jpg,st/horse2zebra/img003171.jpg
coco/coco2017/train2017/img126150.jpg,st/monet2photo/img009591.jpg
coco/coco2017/train2017/img096429.jpg,st/monet2photo/img009736.jpg
coco/coco2017/train2017/img041681.jpg,st/horse2zebra/img002504.jpg
coco/coco2017/test2017/img032331.jpg,st/horse2zebra/img002958.jpg
coco/coco2017/train2017/img121777.jpg,st/photo2monet/img013332.jpg
coco/coco2017/test2017/img005752.jpg,st/monet2photo/img010112.jpg
coco/coco2017/train2017/img105944.jpg,st/horse2zebra/img000680.jpg
coco/coco2017/train2017/img059271.jpg,st/monet2photo/img009093.jpg
coco/coco2017/test2017/img008869.jpg,st/horse2zebra/img004631.jpg
coco/coco2017/test2017/img004639.jpg,st/photo2monet/img016665.jpg
coco/coco2017/train2017/img069048.jpg,st/photo2monet/img013966.jpg
coco/coco2017/train2017/img053089.jpg,st/monet2photo/img009902.jpg
coco/coco2017/train2017/img135963.jpg,st/photo2monet/img015221.jpg
coco/coco2017/train2017/img044458.jpg,st/horse2zebra/img002288.jpg
coco/coco2017/train2017/img105798.jpg,st/photo2monet/img013819.jpg
coco/coco2017/train2017/img116436.jpg,st/photo2monet/img016359.jpg
coco/coco2017/train2017/img147754.jpg,st/monet2photo/img010315.jpg
coco/coco2017/train2017/img129219.jpg,st/horse2zebra/img004210.jpg
coco/coco2017/train2017/img073650.jpg,st/monet2photo/img009882.jpg
coco/coco2017/train2017/img062716.jpg,st/photo2monet/img012642.jpg
coco/coco2017/train2017/img057043.jpg,st/monet2photo/img009082.jpg
coco/coco2017/train2017/img118584.jpg,st/horse2zebra/img001483.jpg
coco/coco2017/train2017/img068675.jpg,st/photo2monet/img018043.jpg
coco/coco2017/test2017/img039485.jpg,st/horse2zebra/img004994.jpg
coco/coco2017/train2017/img141394.jpg,st/photo2monet/img015551.jpg
coco/coco2017/test2017/img008383.jpg,st/photo2monet/img012732.jpg
coco/coco2017/train2017/img043595.jpg,st/photo2monet/img013291.jpg
coco/coco2017/test2017/img029424.jpg,st/photo2monet/img016955.jpg
coco/coco2017/train2017/img092368.jpg,st/photo2monet/img014619.jpg
coco/coco2017/train2017/img082725.jpg,st/horse2zebra/img004917.jpg
coco/coco2017/train2017/img078286.jpg,st/horse2zebra/img001248.jpg
coco/coco2017/test2017/img023270.jpg,st/horse2zebra/img003565.jpg
coco/coco2017/train2017/img085782.jpg,st/photo2monet/img011386.jpg
coco/coco2017/train2017/img095841.jpg,st/photo2monet/img018034.jpg
coco/coco2017/train2017/img077253.jpg,st/photo2monet/img012216.jpg
coco/coco2017/train2017/img145749.jpg,st/photo2monet/img015172.jpg
coco/coco2017/train2017/img107619.jpg,st/horse2zebra/img000764.jpg
coco/coco2017/train2017/img079412.jpg,st/horse2zebra/img001030.jpg
coco/coco2017/train2017/img114072.jpg,st/photo2monet/img011761.jpg
coco/coco2017/test2017/img025831.jpg,st/horse2zebra/img004792.jpg
coco/coco2017/train2017/img069208.jpg,st/photo2monet/img011479.jpg
coco/coco2017/train2017/img064280.jpg,st/horse2zebra/img005007.jpg
coco/coco2017/test2017/img005092.jpg,st/horse2zebra/img004447.jpg
coco/coco2017/test2017/img009262.jpg,st/photo2monet/img018150.jpg
coco/coco2017/test2017/img019052.jpg,st/photo2monet/img016825.jpg
coco/coco2017/test2017/img017269.jpg,st/photo2monet/img010958.jpg
coco/coco2017/train2017/img158376.jpg,st/photo2monet/img011039.jpg
coco/coco2017/test2017/img014448.jpg,st/monet2photo/img008899.jpg
coco/coco2017/test2017/img030356.jpg,st/horse2zebra/img001063.jpg
coco/coco2017/train2017/img152532.jpg,st/photo2monet/img011108.jpg
coco/coco2017/train2017/img088865.jpg,st/monet2photo/img009987.jpg
coco/coco2017/train2017/img042385.jpg,st/photo2monet/img017003.jpg
coco/coco2017/train2017/img066885.jpg,st/horse2zebra/img000905.jpg
coco/coco2017/train2017/img108671.jpg,st/horse2zebra/img003347.jpg
coco/coco2017/train2017/img108371.jpg,st/photo2monet/img013078.jpg
coco/coco2017/test2017/img032914.jpg,st/horse2zebra/img001349.jpg
coco/coco2017/train2017/img085989.jpg,st/monet2photo/img008983.jpg
coco/coco2017/test2017/img005938.jpg,st/photo2monet/img016457.jpg
coco/coco2017/train2017/img076807.jpg,st/photo2monet/img014135.jpg
coco/coco2017/train2017/img117259.jpg,st/photo2monet/img016156.jpg
coco/coco2017/val2017/img159685.jpg,st/photo2monet/img011272.jpg
coco/coco2017/train2017/img153408.jpg,st/horse2zebra/img005183.jpg
coco/coco2017/val2017/img163096.jpg,st/photo2monet/img016904.jpg
coco/coco2017/train2017/img122395.jpg,st/horse2zebra/img002351.jpg
coco/coco2017/train2017/img125533.jpg,st/photo2monet/img017983.jpg
coco/coco2017/test2017/img024001.jpg,st/horse2zebra/img003269.jpg
coco/coco2017/train2017/img080635.jpg,st/photo2monet/img016828.jpg
coco/coco2017/train2017/img044897.jpg,st/horse2zebra/img004592.jpg
coco/coco2017/train2017/img096560.jpg,st/photo2monet/img013114.jpg
coco/coco2017/train2017/img043146.jpg,st/photo2monet/img011176.jpg
coco/coco2017/train2017/img072831.jpg,st/photo2monet/img017376.jpg
